taxon_name,resprouting_binomial,seeding_binomial,avg_maturity_primary,avg_maturity_secondary,bin_maturity_primary,min_maturity_primary,min_maturity_secondary
Calandrinia uniflora,FALSE,NA,NA,NA,NA,NA,NA
Calandrinia volubilis,TRUE,NA,NA,NA,0--1,NA,NA
Caleana disjuncta,TRUE,NA,NA,NA,1--5,NA,NA
Caleana dixonii,TRUE,NA,NA,NA,NA,NA,NA
Caleana major,TRUE,NA,NA,1,1--5,1,0.7170542635658917
Caleana minor,TRUE,NA,NA,NA,1--5,NA,NA
Caleana nigrita,TRUE,NA,NA,NA,NA,NA,NA
Caleana sp. [White_2020],TRUE,NA,NA,NA,1--5,NA,NA
Calectasia browneana,FALSE,NA,NA,NA,NA,3,NA
Calectasia cyanea,TRUE,NA,NA,NA,NA,NA,NA
Calectasia elegans,TRUE,NA,NA,NA,NA,3,NA
Calectasia gracilis,FALSE,TRUE,NA,NA,NA,3,NA
Calectasia grandiflora,TRUE,NA,NA,NA,NA,NA,NA
Calectasia hispida,TRUE,NA,NA,NA,NA,NA,NA
Calectasia intermedia,TRUE,NA,NA,NA,5--20,NA,NA
Calectasia keigheryi,TRUE,NA,NA,NA,NA,NA,NA
Calectasia narragara,TRUE,NA,NA,NA,NA,NA,NA
Calectasia palustris,FALSE,NA,NA,NA,NA,3,NA
Calectasia pignattiana,FALSE,FALSE,NA,NA,NA,NA,NA
Calectasia sp. [White_2020],TRUE,NA,NA,NA,5--20,NA,NA
Calectasia valida,TRUE,FALSE,NA,NA,NA,NA,NA
Calendula officinalis,FALSE,NA,NA,NA,NA,NA,NA
Callicarpa brevistyla,FALSE,NA,NA,NA,4--5,NA,NA
Callicarpa candicans,FALSE,NA,NA,NA,4--5,NA,NA
Callicarpa longifolia,TRUE,NA,NA,NA,0--5,NA,NA
Callicarpa pedunculata,TRUE,FALSE,NA,NA,NA,NA,NA
Callicoma serratifolia,TRUE,FALSE,NA,2,5--20,3,1.7635658914728667
Callistachys lanceolata,FALSE,NA,2,NA,NA,NA,NA
Callistachys sp. [White_2020],NA,NA,NA,NA,5--20,NA,NA
Callistemon acuminatus,TRUE,NA,NA,NA,NA,NA,NA
Callistemon brachyandrus,NA,NA,NA,NA,5--20,NA,NA
Callistemon citrinus,TRUE,TRUE,NA,NA,1--5,2,1.8798449612403083
Callistemon comboynensis,TRUE,TRUE,NA,NA,NA,NA,NA
Callistemon flavovirens,TRUE,TRUE,NA,NA,NA,NA,NA
Callistemon forresterae,NA,NA,NA,NA,1--5,NA,NA
Callistemon genofluvialis,NA,NA,NA,NA,1--5,NA,NA
Callistemon kenmorrisonii,NA,NA,NA,NA,1--5,NA,NA
Callistemon linearis,TRUE,TRUE,NA,3,5--20,3,1.7829457364341084
Callistemon montanus,TRUE,NA,NA,NA,NA,NA,NA
Callistemon nyallingensis,NA,NA,NA,NA,5--20,NA,NA
Callistemon pachyphyllus,TRUE,FALSE,NA,NA,NA,NA,NA
Callistemon pallidus,TRUE,TRUE,NA,NA,1--5,NA,NA
Callistemon pauciflorus,TRUE,NA,NA,NA,4--5,NA,NA
Callistemon pinifolius,TRUE,NA,NA,NA,NA,NA,NA
Callistemon pityoides,TRUE,TRUE,NA,NA,1--5,5,NA
Callistemon pungens,TRUE,TRUE,NA,NA,NA,NA,NA
Callistemon rugulosus,TRUE,TRUE,NA,NA,5--20,NA,NA
Callistemon salignus,TRUE,TRUE,NA,1,NA,1,NA
Callistemon shiressii,TRUE,NA,NA,NA,NA,4,NA
Callistemon sieberi,TRUE,TRUE,NA,4,1--5,4,4
Callistemon sp. [Callistemon sp. aff. flavovirens; Clarke_2015],TRUE,TRUE,NA,NA,NA,NA,NA
Callistemon sp. [Callistemon sp. aff. flavovirens; NSWFRD_2014],TRUE,FALSE,NA,NA,NA,NA,NA
Callistemon sp. [White_2020],NA,NA,NA,NA,5--20,NA,NA
Callistemon subulatus,TRUE,NA,NA,NA,1--5,NA,NA
Callistemon teretifolius,NA,NA,NA,NA,1--5,NA,NA
Callistemon viminalis,TRUE,TRUE,NA,NA,NA,NA,NA
Callistemon viridiflorus,TRUE,NA,NA,NA,NA,NA,NA
Callistemon wimmerensis,NA,NA,NA,NA,5--20,NA,NA
Callitriche brachycarpa,FALSE,NA,NA,NA,0--1,NA,NA
Callitriche muelleri,FALSE,TRUE,NA,NA,0--1,NA,NA
Callitriche palustris var. palustris,FALSE,NA,NA,NA,0--1,NA,NA
Callitriche sonderi,FALSE,NA,NA,NA,0--1,NA,NA
Callitriche stagnalis,NA,TRUE,NA,NA,NA,NA,NA
Callitriche umbonata,FALSE,NA,NA,NA,0--1,NA,NA
Callitris acuminata,TRUE,TRUE,NA,NA,NA,NA,NA
Callitris baileyi,FALSE,TRUE,NA,NA,NA,NA,NA
Callitris canescens,FALSE,NA,NA,NA,5--20,NA,NA
Callitris columellaris,FALSE,TRUE,NA,NA,5--20,NA,NA
Callitris endlicheri,FALSE,TRUE,NA,NA,5--20,7,NA
Callitris glaucophylla,FALSE,TRUE,NA,NA,10--,NA,NA
Callitris gracilis,FALSE,TRUE,NA,NA,5--20,NA,NA
Callitris intratropica,FALSE,FALSE,NA,NA,10--,NA,NA
Callitris macleayana,FALSE,NA,NA,NA,NA,NA,NA
Callitris monticola,FALSE,TRUE,NA,NA,NA,7,NA
Callitris muelleri,FALSE,NA,NA,NA,NA,NA,NA
Callitris oblonga,FALSE,FALSE,NA,NA,NA,3,NA
Callitris oblonga subsp. oblonga,FALSE,NA,NA,NA,NA,NA,NA
Callitris oblonga subsp. parva,FALSE,NA,NA,NA,NA,8,NA
Callitris preissii,FALSE,NA,NA,NA,5--20,NA,NA
Callitris pyramidalis,FALSE,NA,4,NA,NA,NA,NA
Callitris rhomboidea,FALSE,TRUE,NA,NA,5--20,5,NA
Callitris roei,FALSE,TRUE,NA,NA,NA,NA,NA
Callitris sp. [Callitris glaucophylla - Callitris verrucosa; White_2020],FALSE,NA,NA,NA,5--20,NA,NA
Callitris sp. [White_2020],FALSE,NA,NA,NA,5--20,NA,NA
Callitris verrucosa,FALSE,TRUE,NA,NA,5--20,NA,NA
Callitris x [Callitris glaucophylla x verrucosa; White_2020],FALSE,NA,NA,NA,5--20,NA,NA
Calocephalus citreus,TRUE,FALSE,NA,NA,1--5,1,NA
Calocephalus knappii,FALSE,NA,NA,NA,NA,NA,NA
Calocephalus lacteus,TRUE,NA,NA,NA,1--5,NA,NA
Calocephalus platycephalus,FALSE,NA,NA,NA,0--1,NA,NA
Calocephalus sonderi,FALSE,NA,NA,NA,0--1,NA,NA
Calocephalus sp. [White_2020],TRUE,NA,NA,NA,1--5,NA,NA
Calochilus campestris,TRUE,NA,NA,NA,1--5,NA,0.7170542635658917
Calochilus gracillimus,FALSE,NA,NA,NA,NA,NA,NA
Calochilus herbaceus,TRUE,NA,NA,NA,1--5,NA,NA
Calochilus imberbis,TRUE,NA,NA,NA,1--5,NA,NA
Calochilus paludosus,TRUE,NA,NA,NA,1--5,NA,0.7170542635658917
Calochilus richiae,TRUE,NA,NA,NA,1--5,NA,NA
Calochilus robertsonii,TRUE,NA,NA,NA,1--5,NA,0.7558139534883725
Calochilus sp. [Calochilus sp. aff. campestris (Moondarra); White_2020],TRUE,NA,NA,NA,1--5,NA,NA
Calochilus sp. [White_2020],TRUE,NA,NA,NA,1--5,NA,NA
Calochilus stramenicola,TRUE,NA,NA,NA,NA,NA,NA
Calochilus therophilus,TRUE,NA,NA,NA,1--5,NA,NA
Calochlaena dubia,TRUE,NA,NA,1,1--5,NA,0.9689922480620167
Calochlaena sp. [White_2020],TRUE,NA,NA,NA,1--5,NA,NA
Calomeria amaranthoides,FALSE,TRUE,NA,NA,1--5,NA,NA
Calomeria sp. [White_2020],FALSE,NA,NA,NA,1--5,NA,NA
Calophyllum australianum,TRUE,NA,NA,NA,NA,NA,NA
Calophyllum inophyllum,TRUE,NA,NA,NA,10--,NA,NA
Calophyllum sil,TRUE,NA,NA,NA,10--,NA,NA
Calophyllum soulattri,TRUE,NA,NA,NA,10--,NA,NA
Calopogonium mucunoides,TRUE,NA,NA,NA,NA,NA,NA
Calorophus,TRUE,NA,NA,NA,NA,NA,NA
Calorophus elongatus,TRUE,NA,NA,NA,1--5,NA,NA
Calorophus erostris,TRUE,NA,NA,NA,NA,NA,NA
Calorophus sp. [White_2020],TRUE,NA,NA,NA,1--5,NA,NA
Calostemma luteum,TRUE,NA,NA,NA,1--5,NA,NA
Calostemma purpureum,TRUE,FALSE,NA,NA,1--5,NA,NA
Calostemma sp. [White_2020],TRUE,NA,NA,NA,1--5,NA,NA
Calothamnus affinis,FALSE,NA,4,NA,NA,NA,NA
Calothamnus blepharospermus,TRUE,NA,NA,NA,NA,NA,NA
Calothamnus gracilis,TRUE,TRUE,NA,NA,NA,NA,NA
Calothamnus graniticus,TRUE,NA,NA,NA,NA,NA,NA
Calothamnus hirsutus,TRUE,TRUE,NA,NA,NA,NA,NA
Calothamnus huegelii,TRUE,NA,NA,NA,NA,NA,NA
Calothamnus longissimus,TRUE,NA,NA,NA,NA,NA,NA
Calothamnus planifolius,TRUE,NA,NA,NA,NA,NA,NA
Calothamnus preissii,TRUE,NA,NA,NA,NA,NA,NA
Calothamnus quadrifidus,TRUE,TRUE,NA,NA,NA,NA,NA
Calothamnus rupestris,TRUE,NA,4.875,NA,NA,NA,NA
Calothamnus sanguineus,TRUE,TRUE,NA,NA,NA,NA,NA
Calothamnus sp. [Clarke_2015],TRUE,TRUE,NA,NA,NA,NA,NA
Calothamnus torulosus,TRUE,TRUE,NA,NA,NA,NA,NA
Calothamnus villosus,TRUE,NA,NA,NA,NA,NA,NA
Calotis ancyrocarpa,FALSE,NA,NA,NA,0--1,NA,NA
Calotis anthemoides,TRUE,NA,NA,NA,1--5,1,NA
Calotis cuneata,TRUE,NA,NA,NA,1--5,NA,NA
Calotis cuneifolia,TRUE,NA,NA,NA,0--1,NA,NA
Calotis cymbacantha,FALSE,TRUE,NA,NA,0--1,NA,NA
Calotis dentex,FALSE,NA,NA,NA,1--5,NA,NA
Calotis erinacea,TRUE,TRUE,NA,NA,0--1,NA,NA
Calotis glandulosa,TRUE,NA,NA,NA,1--5,NA,NA
Calotis hispidula,FALSE,TRUE,NA,NA,0--1,NA,NA
Calotis lappulacea,TRUE,NA,NA,NA,1--5,NA,NA
Calotis latiuscula,TRUE,NA,NA,NA,1--5,NA,NA
Calotis moorei,FALSE,NA,NA,NA,1--5,NA,NA
Calotis multicaulis,FALSE,NA,NA,NA,0--1,NA,NA
Calotis plumulifera,FALSE,NA,NA,NA,0--1,NA,NA
Calotis porphyroglossa,FALSE,NA,NA,NA,NA,NA,NA
Calotis pubescens,TRUE,TRUE,NA,NA,1--5,NA,NA
Calotis scabiosifolia,TRUE,NA,NA,NA,1--5,NA,NA
Calotis scabiosifolia var. integrifolia,TRUE,NA,NA,NA,1--5,NA,NA
Calotis scabiosifolia var. scabiosifolia,TRUE,NA,NA,NA,1--5,NA,NA
Calotis scapigera,TRUE,NA,NA,NA,1--5,NA,NA
Calotis sp. [Calotis aff. hispidula; White_2020],FALSE,NA,NA,NA,0--1,NA,NA
Calotis sp. [Calotis sp. aff. hispidula (Sunset); White_2020],FALSE,NA,NA,NA,0--1,NA,NA
Calotis sp. [White_2020],TRUE,NA,NA,NA,1--5,NA,NA
Calotis squamigera,FALSE,NA,NA,NA,NA,NA,NA
Calycopeplus collinus,FALSE,TRUE,NA,NA,2--3,NA,NA
Calycothrix brachyphylla,TRUE,NA,NA,NA,NA,NA,NA
Calystegia marginata,TRUE,TRUE,NA,NA,1--5,0.7945736,NA
Calystegia sepium,TRUE,NA,NA,NA,1--5,NA,NA
Calystegia soldanella,TRUE,NA,NA,NA,1--5,NA,NA
Calytrix achaeta,TRUE,FALSE,NA,NA,6--10,NA,NA
Calytrix acutifolia,TRUE,NA,NA,NA,NA,NA,NA
Calytrix alpestris,TRUE,TRUE,NA,NA,1--5,NA,NA
Calytrix angulata,FALSE,NA,NA,NA,NA,NA,NA
Calytrix arborescens,TRUE,FALSE,NA,NA,10--,NA,NA
Calytrix breviseta subsp. stipulosa,FALSE,TRUE,NA,NA,NA,NA,NA
Calytrix brownii,TRUE,TRUE,NA,NA,4--5,NA,NA
Calytrix carinata,TRUE,FALSE,NA,NA,2--3,NA,NA
Calytrix chrysantha,TRUE,TRUE,NA,NA,NA,NA,NA
Calytrix decussata,FALSE,TRUE,NA,NA,4--5,NA,NA
Calytrix depressa,TRUE,TRUE,NA,NA,NA,NA,NA
Calytrix eneabbensis,TRUE,TRUE,NA,NA,NA,NA,NA
Calytrix exstipulata,TRUE,FALSE,NA,NA,4--5,NA,NA
Calytrix flavescens,TRUE,TRUE,2.5,NA,NA,NA,NA
Calytrix fraseri,TRUE,TRUE,NA,NA,NA,NA,NA
Calytrix glaberrima,TRUE,NA,NA,NA,1--5,NA,NA
Calytrix gracilis,TRUE,NA,NA,NA,NA,NA,NA
Calytrix inopinata,TRUE,NA,NA,NA,NA,NA,NA
Calytrix involucrata,TRUE,NA,NA,NA,1--5,NA,NA
Calytrix leschenaultii,FALSE,TRUE,3,NA,NA,NA,NA
Calytrix longiflora,TRUE,NA,NA,NA,1--5,NA,NA
Calytrix megaphylla,TRUE,FALSE,NA,NA,4--5,NA,NA
Calytrix micrairoides,FALSE,NA,NA,NA,4--5,NA,NA
Calytrix nematoclada,NA,TRUE,NA,NA,NA,NA,NA
Calytrix oldfieldii,TRUE,NA,NA,NA,NA,NA,NA
Calytrix sapphirina,TRUE,TRUE,NA,NA,NA,NA,NA
Calytrix simplex subsp. suboppositifolia,NA,TRUE,NA,NA,NA,NA,NA
Calytrix sp. [Calytrix; Enright_2014],FALSE,TRUE,NA,NA,NA,NA,NA
Calytrix sp. [Clarke_2015],TRUE,TRUE,NA,NA,NA,NA,NA
Calytrix sp. [White_2020],TRUE,NA,NA,NA,1--5,NA,NA
Calytrix superba,TRUE,TRUE,NA,NA,NA,NA,NA
Calytrix tetragona,TRUE,TRUE,NA,NA,1--5,2.693798,NA
Calytrix verticillata,FALSE,TRUE,NA,NA,6--10,NA,NA
Camptacra barbata,NA,NA,NA,NA,1--5,NA,NA
Camptacra gracilis,TRUE,NA,NA,NA,2--3,NA,NA
Campynema lineare,TRUE,NA,NA,NA,NA,NA,NA
Cananga odorata,TRUE,NA,NA,NA,NA,NA,NA
Canarium acutifolium var. acutifolium,TRUE,NA,NA,NA,NA,NA,NA
Canarium australasicum,TRUE,TRUE,NA,NA,NA,NA,NA
Canarium australianum,TRUE,TRUE,NA,NA,10--,NA,NA
Canarium australianum var. australianum,NA,TRUE,NA,NA,NA,NA,NA
Canarium australianum var. glabrum,NA,TRUE,NA,NA,NA,NA,NA
Canarium australianum var. velutinum,NA,TRUE,NA,NA,NA,NA,NA
Canarium muelleri,NA,NA,NA,NA,10--20,NA,NA
Canarium vitiense,TRUE,NA,NA,NA,NA,NA,NA
Canavalia cathartica,TRUE,NA,NA,NA,NA,NA,NA
Canavalia papuana,TRUE,NA,NA,NA,NA,NA,NA
Canavalia rosea,FALSE,NA,NA,NA,NA,NA,NA
Canna indica,TRUE,NA,NA,NA,NA,NA,0.7364341085271316
Cansjera leptostachya,TRUE,NA,NA,NA,NA,NA,NA
Capillipedium parviflorum,FALSE,NA,NA,NA,NA,NA,NA
Capillipedium spicigerum,TRUE,NA,NA,NA,1--5,NA,NA
Capparis,TRUE,FALSE,NA,NA,NA,NA,NA
Capparis anomala,FALSE,FALSE,NA,NA,5--20,NA,NA
Capparis arborea,TRUE,FALSE,NA,NA,NA,NA,NA
Capparis canescens,TRUE,TRUE,NA,NA,NA,NA,NA
Capparis jacobsii,TRUE,NA,NA,NA,10--,NA,NA
Capparis lasiantha,TRUE,FALSE,NA,NA,6--10,NA,NA
Capparis loranthifolia,FALSE,NA,NA,NA,5--20,NA,NA
Capparis loranthifolia var. loranthifolia,TRUE,NA,NA,NA,6--10,NA,NA
Capparis mitchellii,TRUE,FALSE,NA,NA,10--,NA,NA
Capparis quiniflora,TRUE,NA,NA,NA,6--10,NA,NA
Capparis sarmentosa,TRUE,NA,NA,NA,NA,NA,NA
Capparis sepiaria,TRUE,TRUE,NA,NA,6--10,NA,NA
Capparis spinosa,TRUE,NA,NA,NA,NA,NA,NA
Capparis spinosa subsp. nummularia,TRUE,NA,NA,NA,6--10,NA,NA
Capparis umbonata,TRUE,FALSE,NA,NA,10--,NA,NA
Capsella bursa-pastoris,FALSE,NA,NA,NA,NA,0.384615384615385,NA
Capsicum annuum,FALSE,NA,NA,NA,NA,NA,NA
Carallia brachiata,TRUE,FALSE,NA,NA,6--10,NA,NA
Cardamine astoniae,TRUE,NA,NA,1,0--1,1,NA
Cardamine flexuosa,FALSE,NA,NA,NA,NA,0.288461538461538,NA
Cardamine franklinensis,FALSE,TRUE,NA,NA,0--1,NA,NA
Cardamine gunnii,TRUE,NA,NA,NA,0--1,NA,NA
Cardamine hirsuta,FALSE,NA,NA,NA,NA,0.461538461538462,NA
Cardamine lilacina,TRUE,TRUE,NA,1,0--1,NA,NA
Cardamine lineariloba,FALSE,NA,NA,NA,0--1,NA,NA
Cardamine microthrix,FALSE,NA,NA,NA,0--1,NA,NA
Cardamine moirensis,FALSE,NA,NA,NA,0--1,NA,NA
Cardamine papillata,FALSE,NA,NA,NA,0--1,1,NA
Cardamine paucijuga,FALSE,NA,NA,NA,0--1,NA,NA
Cardamine robusta,FALSE,NA,NA,NA,0--1,NA,NA
Cardamine sp. [White_2020],FALSE,NA,NA,NA,0--1,NA,NA
Cardamine tenuifolia,FALSE,NA,NA,NA,0--1,NA,NA
Cardamine tryssa,FALSE,NA,NA,NA,0--1,NA,NA
Cardiopteris moluccana,TRUE,NA,NA,NA,NA,NA,NA
Cardiospermum grandiflorum,TRUE,NA,NA,NA,NA,NA,NA
Cardiospermum halicacabum var. halicacabum,FALSE,NA,NA,NA,NA,NA,NA
Carduus pycnocephalus,FALSE,TRUE,1,NA,NA,NA,NA
Carduus tenuiflorus,TRUE,TRUE,NA,NA,NA,NA,NA
Cardwellia sublimis,TRUE,NA,NA,NA,10--20,NA,NA
Carex alsophila,TRUE,NA,NA,NA,1--5,NA,NA
Carex appressa,TRUE,NA,NA,NA,1--5,1,NA
Carex archeri,TRUE,NA,NA,NA,1--5,NA,NA
Carex austrocompacta,TRUE,NA,NA,NA,1--5,NA,NA
Carex austrosulcata,FALSE,NA,NA,NA,1--5,NA,NA
Carex austrotenella,FALSE,NA,NA,NA,1--5,NA,NA
Carex bichenoviana,TRUE,FALSE,NA,NA,1--5,NA,NA
Carex blakei,TRUE,FALSE,NA,1,1--5,2,NA
Carex breviculmis,TRUE,TRUE,NA,1,1--5,1,NA
Carex brownii,TRUE,NA,NA,NA,1--5,NA,NA
Carex canescens,TRUE,NA,NA,NA,1--5,1,NA
Carex chlorantha,TRUE,NA,NA,1,1--5,2,NA
Carex divisa,TRUE,NA,NA,NA,NA,NA,NA
Carex echinata,TRUE,FALSE,NA,NA,1--5,NA,NA
Carex fascicularis,TRUE,NA,NA,NA,1--5,NA,NA
Carex gaudichaudiana,TRUE,NA,NA,NA,1--5,1,NA
Carex gunniana,TRUE,NA,NA,NA,1--5,NA,NA
Carex gunniana var. brevior,TRUE,NA,NA,NA,1--5,NA,NA
Carex gunniana var. gunniana,TRUE,NA,NA,NA,1--5,NA,NA
Carex hebes,TRUE,TRUE,NA,NA,1--5,1,NA
Carex hypandra,TRUE,NA,NA,NA,1--5,NA,NA
Carex incomitata,TRUE,NA,NA,NA,1--5,NA,NA
Carex inversa,TRUE,NA,NA,NA,1--5,1,NA
Carex iynx,TRUE,NA,NA,NA,1--5,NA,NA
Carex jackiana,TRUE,FALSE,NA,NA,1--5,1,NA
Carex longebrachiata,TRUE,NA,NA,NA,1--5,NA,NA
Carex nemoralis,FALSE,NA,NA,NA,1--5,NA,NA
Carex polyantha,TRUE,NA,NA,NA,1--5,NA,NA
Carex pumila,TRUE,NA,NA,NA,1--5,NA,NA
Carex pyrenaica var. cephalotes,TRUE,FALSE,NA,NA,1--5,1,NA
Carex raleighii,TRUE,NA,NA,NA,1--5,NA,NA
Carex rara subsp. capillacea,TRUE,NA,NA,NA,1--5,1,NA
Carex sp. Flaccida (S.T.Blake 7398),FALSE,NA,NA,NA,1--5,NA,NA
Carex sp. Volcanic Lakes (V.Stajsic 3453),TRUE,NA,NA,NA,1--5,NA,NA
Carex sp. [Carex aff. tereticaulis (Lake Omeo); White_2020],TRUE,NA,NA,NA,1--5,NA,NA
Carex sp. [White_2020],TRUE,NA,NA,NA,1--5,NA,NA
Carex tasmanica,TRUE,TRUE,NA,NA,1--5,NA,NA
Carex tereticaulis,TRUE,NA,NA,NA,1--5,NA,NA
Carissa lanceolata,TRUE,TRUE,NA,NA,6--10,NA,NA
Carissa ovata,TRUE,TRUE,NA,NA,5--20,NA,NA
Carnarvonia araliifolia var. araliifolia,NA,NA,NA,NA,5--10,NA,NA
Carpentaria acuminata,FALSE,TRUE,NA,NA,6--10,NA,NA
Carpha alpina,TRUE,NA,NA,NA,1--5,NA,NA
Carpha curvata,TRUE,NA,NA,NA,NA,NA,NA
Carpha nivicola,TRUE,NA,NA,NA,1--5,1,NA
Carpha rodwayi,TRUE,NA,NA,NA,NA,NA,NA
Carpha sp. [White_2020],TRUE,NA,NA,NA,1--5,NA,NA
Carpobrotus edulis,FALSE,NA,NA,NA,NA,NA,NA
Carpobrotus glaucescens,FALSE,NA,NA,NA,1--5,NA,NA
Carpobrotus modestus,FALSE,TRUE,NA,NA,1--5,NA,NA
Carpobrotus rossii,TRUE,NA,NA,NA,1--5,NA,NA
Carpobrotus sp. [Carpobrotus aff. rossii (N.W. Victoria); White_2020],FALSE,NA,NA,NA,1--5,NA,NA
Carpobrotus sp. [Carpobrotus modestus/rossii; White_2020],FALSE,NA,NA,NA,1--5,NA,NA
Carpobrotus sp. [White_2020],FALSE,NA,NA,NA,1--5,NA,NA
Carrichtera annua,FALSE,NA,NA,NA,NA,NA,NA
Carronia protensa,TRUE,NA,NA,NA,5--10,NA,NA
Carthamus lanatus,FALSE,NA,NA,NA,NA,NA,NA
Cartonema spicatum,TRUE,NA,NA,NA,NA,NA,NA
Cartonema trigonospermum,TRUE,NA,NA,NA,NA,NA,NA
Caryophyllaceae sp. [White_2020],FALSE,NA,NA,NA,0--1,NA,NA
Casearia dallachii,TRUE,NA,NA,NA,NA,NA,NA
Casearia sp. Mission Beach (B.P.Hyland 773),TRUE,NA,NA,NA,NA,NA,NA
Cassia brewsteri,TRUE,FALSE,NA,NA,NA,NA,NA
Cassia marksiana,TRUE,NA,NA,NA,NA,NA,NA
Cassia sp. [White_2020],FALSE,NA,NA,NA,1--5,NA,NA
Cassinia aculeata,FALSE,TRUE,NA,NA,1--5,2.635659,NA
Cassinia aculeata subsp. aculeata,NA,TRUE,NA,NA,NA,NA,NA
Cassinia aculeata subsp. nova-anglica,NA,TRUE,NA,NA,NA,NA,NA
Cassinia arcuata,FALSE,TRUE,NA,NA,1--5,2,NA
Cassinia aureonitens,FALSE,NA,NA,NA,NA,NA,NA
Cassinia compacta,FALSE,FALSE,NA,NA,NA,5,NA
Cassinia complanata,FALSE,NA,NA,NA,1--5,NA,NA
Cassinia cunninghamii,FALSE,NA,NA,NA,1--5,NA,NA
Cassinia denticulata,FALSE,NA,NA,NA,NA,3,NA
Cassinia diminuta,FALSE,NA,NA,NA,1--5,NA,NA
Cassinia laevis,TRUE,TRUE,NA,NA,4--5,NA,NA
Cassinia lepschii,TRUE,NA,NA,4,NA,4,4
Cassinia leptocephala subsp. leptocephala,FALSE,FALSE,NA,NA,NA,5,NA
Cassinia longifolia,TRUE,TRUE,NA,NA,1--5,NA,NA
Cassinia maritima,FALSE,NA,NA,NA,1--5,NA,NA
Cassinia monticola,TRUE,TRUE,NA,NA,1--5,NA,NA
Cassinia nivalis,FALSE,NA,NA,NA,1--5,NA,NA
Cassinia ozothamnoides,FALSE,TRUE,NA,NA,1--5,NA,NA
Cassinia quinquefaria,FALSE,TRUE,NA,NA,1--5,NA,NA
Cassinia rugata,FALSE,TRUE,NA,NA,1--5,NA,NA
Cassinia scabrida,FALSE,NA,NA,NA,1--5,NA,NA
Cassinia sifton,NA,TRUE,NA,NA,NA,NA,NA
Cassinia sp. [Cassinia sp. 'Cave Creek'; NSWFRD_2014],TRUE,NA,NA,NA,NA,NA,NA
Cassinia sp. [Cassinia sp. aff. uncata; White_2020],FALSE,NA,NA,NA,1--5,NA,NA
Cassinia sp. [Cassinia sp. indet. 79/42; Clarke_2015],FALSE,FALSE,NA,NA,NA,NA,NA
Cassinia sp. [Clarke_2015],TRUE,TRUE,NA,NA,NA,NA,NA
Cassinia sp. [White_2020],FALSE,NA,NA,NA,1--5,NA,NA
Cassinia straminea,FALSE,NA,NA,NA,NA,NA,NA
Cassinia subtropica,FALSE,FALSE,NA,NA,NA,NA,NA
Cassinia telfordii,FALSE,NA,NA,NA,NA,5,NA
Cassinia trinerva,TRUE,NA,NA,NA,1--5,NA,NA
Cassinia uncata,FALSE,TRUE,NA,NA,NA,NA,NA
Cassinia venusta,FALSE,NA,NA,NA,1--5,NA,NA
Cassinia x adunca,FALSE,NA,NA,NA,1--5,NA,NA
Cassytha candida,FALSE,NA,NA,NA,NA,NA,NA
Cassytha capillaris,FALSE,NA,NA,NA,NA,NA,NA
Cassytha filiformis,TRUE,FALSE,NA,NA,NA,NA,NA
Cassytha flava,FALSE,TRUE,NA,NA,NA,NA,NA
Cassytha glabella,FALSE,TRUE,NA,NA,1--5,1.182171,NA
Cassytha glabella f. dispar,FALSE,TRUE,NA,NA,1--5,NA,NA
Cassytha glabella f. glabella,FALSE,NA,NA,NA,1--5,NA,NA
Cassytha melantha,FALSE,TRUE,NA,NA,1--5,2,NA
Cassytha micrantha,FALSE,NA,2,NA,NA,NA,NA
Cassytha paniculata,FALSE,NA,NA,NA,1--5,NA,NA
Cassytha peninsularis,FALSE,NA,NA,NA,1--5,NA,NA
Cassytha phaeolasia,FALSE,TRUE,NA,NA,1--5,NA,NA
Cassytha pomiformis,FALSE,TRUE,NA,NA,NA,NA,NA
Cassytha pubescens,FALSE,TRUE,NA,NA,1--5,2,NA
Cassytha racemosa,FALSE,NA,2,NA,NA,NA,NA
Cassytha sp. [Clarke_2015],FALSE,TRUE,NA,NA,NA,NA,NA
Cassytha sp. [White_2020],FALSE,NA,NA,NA,1--5,NA,NA
Castanospermum australe,TRUE,NA,NA,NA,10--20,NA,NA
Castanospora alphandii,TRUE,NA,NA,NA,10--20,NA,NA
Casuarina cristata,FALSE,FALSE,NA,NA,5--20,NA,NA
Casuarina cunninghamiana,TRUE,TRUE,NA,NA,NA,NA,NA
Casuarina cunninghamiana subsp. cunninghamiana,TRUE,FALSE,NA,NA,5--20,3,NA
Casuarina equisetifolia,FALSE,NA,NA,NA,6--10,NA,NA
Casuarina equisetifolia subsp. equisetifolia,FALSE,NA,NA,NA,6--10,NA,NA
Casuarina glauca,TRUE,FALSE,NA,NA,5--20,NA,NA
Casuarina obesa,TRUE,NA,NA,NA,5--20,NA,NA
Casuarina pauper,FALSE,NA,NA,NA,5--20,NA,NA
Casuarina sp. [White_2020],FALSE,NA,NA,NA,5--20,NA,NA
Catacolea enodis,FALSE,TRUE,NA,NA,NA,NA,NA
Cathormion umbellatum,TRUE,NA,NA,NA,NA,NA,NA
Cathormion umbellatum subsp. moniliforme,TRUE,NA,NA,NA,6--10,NA,NA
Causonis trifolia,TRUE,NA,NA,NA,NA,NA,NA
Caustis blakei subsp. blakei,TRUE,NA,NA,NA,NA,NA,NA
Caustis diocea,TRUE,NA,NA,NA,NA,NA,NA
Caustis dioica,TRUE,NA,NA,NA,NA,NA,NA
