aligned_name,source,taxonIDClean,taxonomicStatusClean,alternativeTaxonomicStatusClean,acceptedNameUsageID,canonicalName,scientificNameAuthorship,taxonRank,taxonomicStatus,family,subclass,taxonDistribution,ccAttributionIRI
Syzygium hodgkinsoniae,APC,https://id.biodiversity.org.au/node/apni/2915336,accepted,NA,https://id.biodiversity.org.au/node/apni/2915336,Syzygium hodgkinsoniae,(F.Muell.) L.A.S.Johnson,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51232433
Syzygium ingens,APC,https://id.biodiversity.org.au/node/apni/2909831,accepted,NA,https://id.biodiversity.org.au/node/apni/2909831,Syzygium ingens,(F.Muell. ex C.Moore) Craven & Biffin,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51232434
Syzygium luehmannii,APC,https://id.biodiversity.org.au/node/apni/2891947,accepted,NA,https://id.biodiversity.org.au/node/apni/2891947,Syzygium luehmannii,(F.Muell.) L.A.S.Johnson,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51300970
Syzygium moorei,APC,https://id.biodiversity.org.au/node/apni/2894303,accepted,NA,https://id.biodiversity.org.au/node/apni/2894303,Syzygium moorei,(F.Muell.) L.A.S.Johnson,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51232392
Syzygium oleosum,APC,https://id.biodiversity.org.au/node/apni/2907316,accepted,NA,https://id.biodiversity.org.au/node/apni/2907316,Syzygium oleosum,(F.Muell.) B.Hyland,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW",https://id.biodiversity.org.au/tree/51354547/51232441
Syzygium paniculatum,APC,https://id.biodiversity.org.au/node/apni/2886832,accepted,NA,https://id.biodiversity.org.au/node/apni/2886832,Syzygium paniculatum,Gaertn.,Species,accepted,Myrtaceae,Magnoliidae,NSW (native and naturalised),https://id.biodiversity.org.au/tree/51354547/51262472
Syzygium smithii,APC,https://id.biodiversity.org.au/node/apni/2914704,accepted,NA,https://id.biodiversity.org.au/node/apni/2914704,Syzygium smithii,(Poir.) Nied.,Species,accepted,Myrtaceae,Magnoliidae,"Qld, NSW, Vic, Tas (doubtfully naturalised)",https://id.biodiversity.org.au/tree/51354547/51232444
Syzygium wilsonii,APC,https://id.biodiversity.org.au/node/apni/2903657,accepted,NA,https://id.biodiversity.org.au/node/apni/2903657,Syzygium wilsonii,(F.Muell.) B.Hyland,Species,accepted,Myrtaceae,Magnoliidae,Qld,https://id.biodiversity.org.au/tree/51354547/51232400
Thespesia populnea,APC,https://id.biodiversity.org.au/taxon/apni/51288647,accepted,NA,https://id.biodiversity.org.au/taxon/apni/51288647,Thespesia populnea,(L.) Sol. ex Correa,Species,accepted,Malvaceae,Magnoliidae,"CoI, Qld",https://id.biodiversity.org.au/tree/51354547/51288646
Toona,APC,https://id.biodiversity.org.au/node/apni/2904715,accepted,NA,https://id.biodiversity.org.au/node/apni/2904715,Toona,(Endl.) M.Roem.,Genus,accepted,Meliaceae,Magnoliidae,"Qld, NSW, NI (doubtfully naturalised)",https://id.biodiversity.org.au/tree/51354547/51220993
Toona ciliata,APC,https://id.biodiversity.org.au/node/apni/2887026,accepted,NA,https://id.biodiversity.org.au/node/apni/2887026,Toona ciliata,M.Roem.,Species,accepted,Meliaceae,Magnoliidae,"Qld, NSW, NI (doubtfully naturalised)",https://id.biodiversity.org.au/tree/51354547/51345577
Trema tomentosa,APC,https://id.biodiversity.org.au/node/apni/2909991,accepted,NA,https://id.biodiversity.org.au/node/apni/2909991,Trema tomentosa,(Roxb.) H.Hara,Species,accepted,Cannabaceae,Magnoliidae,"WA, ChI, NT, Qld, NSW, Vic (presumed extinct)",https://id.biodiversity.org.au/tree/51354547/51222448
Ulmaceae,APC,https://id.biodiversity.org.au/node/apni/9078998,accepted,NA,https://id.biodiversity.org.au/node/apni/9078998,Ulmaceae,Mirb.,Familia,accepted,Ulmaceae,Magnoliidae,"SA (naturalised), Qld (naturalised), NSW (naturalised), ACT (naturalised), Vic (naturalised), Tas (naturalised)",https://id.biodiversity.org.au/tree/51354547/51222423
Verbena bonariensis,APC,https://id.biodiversity.org.au/node/apni/2897829,accepted,misapplied | pro parte misapplied,https://id.biodiversity.org.au/node/apni/2897829,Verbena bonariensis,L.,Species,accepted,Verbenaceae,Magnoliidae,"WA (naturalised), SA (naturalised), Qld (naturalised), NSW (naturalised), NI (naturalised), ACT (naturalised), Vic (naturalised), Tas (naturalised)",https://id.biodiversity.org.au/tree/51354547/51240394
Xanthorrhoea,APC,https://id.biodiversity.org.au/node/apni/9623817,accepted,NA,https://id.biodiversity.org.au/node/apni/9623817,Xanthorrhoea,Sol. ex Sm.,Genus,accepted,Xanthorrhoeaceae,Magnoliidae,"WA, NT, SA, Qld, NSW, Vic, Tas",https://id.biodiversity.org.au/tree/51354547/51210950
